Stimulus,TargetType,BlockType,Trial_Number,Stim_CRESP,Faces0Back.thisRepN,Faces0Back.thisTrialN,Faces0Back.thisN,Faces0Back.thisIndex,Places0Back.thisRepN,Places0Back.thisTrialN,Places0Back.thisN,Places0Back.thisIndex,experimentTime,Stim.RESP,Stim.RT,Stim.CRESP,CueTarget.OnsetTime,CueTarget.OffsetTime,CueFix.FinishTime,CueTarget.StartTime,CueTarget.FinishTime,CueFix.StartTime,CueFix.OnsetTime,CueFix.OffsetTime,CueTarget.Duration,CueFix.Duration,Stim.ACC,Stim.StartTime,Stim.FinishTime,Stim.Duration,Stim.OnsetTime,Fix.StartTime,Stim.RTTime,Stim.OffsetTime,Fix.OnsetTime,Fix.Duration,Fix.OffsetTime,Fix.FinishTime,Allowed,DataFile.Basename,Group,Target,FontStyle,RunNumber,Handedness,NARGUID,SUBID,SessionDate,Version,SessionTime,RuntimeCapabilities,Clock.Information,date,RuntimeVersion,SessionStart,ExperimentName,TrialsPerRun[Session],Debugging,Run,ExperimentVersion,ConsecNonResp[Session],TotalRespGreater200[Session],Nontarget,StudioVersion,Session,RuntimeVersionExpected,ConsecRTLess200[Session],Goggles,StimuliDir,Time Point,Main.RefreshRate,Subject,
PracticeNC1.bmp,Faces,Cue0Back,1,Target,0,0,0,0,,,,,4.26597309113,,0,Target,5683,8175,5682,5682,8175,5177,5177,5682,2500,500,,,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,08/01/2018,1,13:52:30,Professional,0,2018-08-01_135230,2.0.10.356,,Emo_Nback_20180527,160,True,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,Practice,2.0.10.356,0,False,Stimuli/,Year 2,59.5444343334,1,
PracticeNC2.bmp,NeutFace,0Back,2,No Match,0,1,1,1,,,,,,,0,No Match,,,,,,,,,,,0,8179,10182,2000,8180,10182,0,10182,10182,500,10683,10683,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,08/01/2018,1,13:52:30,Professional,0,2018-08-01_135230,2.0.10.356,,Emo_Nback_20180527,160,True,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,Practice,2.0.10.356,0,False,Stimuli/,Year 2,59.5444343334,1,
PracticeNC1.bmp,NeutFace,0Back,3,Match,0,2,2,2,,,,,,,0,Match,,,,,,,,,,,0,12187,14183,2000,12187,14183,0,14183,14183,500,14684,14684,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,08/01/2018,1,13:52:30,Professional,0,2018-08-01_135230,2.0.10.356,,Emo_Nback_20180527,160,True,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,Practice,2.0.10.356,0,False,Stimuli/,Year 2,59.5444343334,1,
PracticeNC3.bmp,NeutFace,0Back,4,No Match,0,3,3,3,,,,,,,0,No Match,,,,,,,,,,,0,16188,18184,2000,16188,18184,0,18184,18184,500,18684,18684,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,08/01/2018,1,13:52:30,Professional,0,2018-08-01_135230,2.0.10.356,,Emo_Nback_20180527,160,True,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,Practice,2.0.10.356,0,False,Stimuli/,Year 2,59.5444343334,1,
PracticeNC2.bmp,NeutFace,0Back,5,No Match,0,4,4,4,,,,,,,0,No Match,,,,,,,,,,,0,20188,22185,2000,20188,22185,0,22185,22185,500,22684,22684,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,08/01/2018,1,13:52:30,Professional,0,2018-08-01_135230,2.0.10.356,,Emo_Nback_20180527,160,True,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,Practice,2.0.10.356,0,False,Stimuli/,Year 2,59.5444343334,1,
PracticeNC1.bmp,NeutFace,0Back,6,Match,0,5,5,5,,,,,,,0,Match,,,,,,,,,,,0,24189,26185,2000,24189,26185,0,26185,26185,500,26685,26685,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,08/01/2018,1,13:52:30,Professional,0,2018-08-01_135230,2.0.10.356,,Emo_Nback_20180527,160,True,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,Practice,2.0.10.356,0,False,Stimuli/,Year 2,59.5444343334,1,
Place1.bmp,Place,Cue0Back,1,Target,,,,,0,0,0,0,,,0,Target,35320,37819,35320,35320,37820,34808,34808,35320,2500,500,,,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,08/01/2018,1,13:52:30,Professional,0,2018-08-01_135230,2.0.10.356,,Emo_Nback_20180527,160,True,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,Practice,2.0.10.356,0,False,Stimuli/,Year 2,59.5444343334,1,
Place1.bmp,Place,0Back,2,Match,,,,,0,1,1,1,,,0,Match,,,,,,,,,,,0,37825,39820,2000,37825,39820,0,39820,39820,500,40320,40320,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,08/01/2018,1,13:52:30,Professional,0,2018-08-01_135230,2.0.10.356,,Emo_Nback_20180527,160,True,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,Practice,2.0.10.356,0,False,Stimuli/,Year 2,59.5444343334,1,
Place3.bmp,Place,0Back,3,No Match,,,,,0,2,2,2,,,0,No Match,,,,,,,,,,,0,41824,43821,2000,41825,43821,0,43821,43821,500,44321,44321,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,08/01/2018,1,13:52:30,Professional,0,2018-08-01_135230,2.0.10.356,,Emo_Nback_20180527,160,True,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,Practice,2.0.10.356,0,False,Stimuli/,Year 2,59.5444343334,1,
Place5.bmp,Place,0Back,4,No Match,,,,,0,3,3,3,,,0,No Match,,,,,,,,,,,0,45825,47821,2000,45826,47821,0,47821,47821,500,48322,48322,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,08/01/2018,1,13:52:30,Professional,0,2018-08-01_135230,2.0.10.356,,Emo_Nback_20180527,160,True,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,Practice,2.0.10.356,0,False,Stimuli/,Year 2,59.5444343334,1,
Place1.bmp,Place,0Back,5,Match,,,,,0,4,4,4,,,0,Match,,,,,,,,,,,0,49810,51806,2000,49810,51806,0,51806,51806,500,52322,52322,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,08/01/2018,1,13:52:30,Professional,0,2018-08-01_135230,2.0.10.356,,Emo_Nback_20180527,160,True,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,Practice,2.0.10.356,0,False,Stimuli/,Year 2,59.5444343334,1,
Place3.bmp,Place,0Back,6,No Match,,,,,0,5,5,5,,,0,No Match,,,,,,,,,,,0,53810,55806,2000,53811,55806,0,55806,55806,500,56306,56306,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,08/01/2018,1,13:52:30,Professional,0,2018-08-01_135230,2.0.10.356,,Emo_Nback_20180527,160,True,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,Practice,2.0.10.356,0,False,Stimuli/,Year 2,59.5444343334,1,
