TargetType,Run,Stimulus,RunTrialNumber_Block,StimType,BlockType,Stim_CRESP,Block,nBack.thisRepN,nBack.thisTrialN,nBack.thisN,nBack.thisIndex,Stim.RESP,Stim.RT,Stim.CRESP,CueFix.FinishTime,Cue2Back.StartTime,Cue2Back.FinishTime,Cue2Back.OffsetTime,CueFix.StartTime,CueFix.OnsetTime,CueFix.OffsetTime,Cue2Back.Duration,Cue2Back.OnsetTime,CueFix.Duration,Stim.ACC,Stim.StartTime,Stim.FinishTime,Stim.Duration,Stim.OnsetTime,Fix.StartTime,Stim.RTTime,Stim.OffsetTime,Fix.OnsetTime,Fix.Duration,Fix.OffsetTime,Fix.FinishTime,CueTarget.OnsetTime,CueTarget.OffsetTime,CueTarget.StartTime,CueTarget.FinishTime,CueTarget.Duration,Fix15sec.OnsetTime,Fix15sec.Duration,Fix15sec.FinishTime,Fix15sec.StartTime,Fix15sec.OffsetTime,Allowed,DataFile.Basename,Group,Target,FontStyle,RunNumber,Handedness,NARGUID,SUBID,triggercode,SessionDate,Version,SessionTime,RuntimeCapabilities,Clock.Information,date,RuntimeVersion,SessionStart,ExperimentName,TrialsPerRun[Session],Debugging,Run,ExperimentVersion,ConsecNonResp[Session],TotalRespGreater200[Session],Nontarget,StudioVersion,Session,RuntimeVersionExpected,ConsecRTLess200[Session],Goggles,StimuliDir,Time Point,Main.RefreshRate,Subject,
lure,All,32M_HO.bmp,97,PosFace,0-Back,No Match,2,0,17,17,17,,0,No Match,,,,,,,,,,,0,426783,428780,2000,426783,428780,0,428780,428780,500,429279,429279,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,20M_HO.bmp,98,PosFace,0-Back,No Match,2,0,18,18,18,,0,No Match,,,,,,,,,,,0,429288,431280,2000,429288,431280,0,431280,431280,500,431779,431780,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
target,All,19F_HO.bmp,99,PosFace,0-Back,Match,2,0,19,19,19,,0,Match,,,,,,,,,,,0,431785,433780,2000,431785,433780,0,433780,433780,500,434280,434280,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,WF007_HO.bmp,100,PosFace,0-Back,No Match,2,0,20,20,20,,0,No Match,,,,,,,,,,,0,434287,436280,2000,434287,436280,0,436280,436280,500,436780,436780,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
lure,All,BM06_HO.bmp,101,PosFace,0-Back,No Match,2,0,21,21,21,,0,No Match,,,,,,,,,,,0,436786,438781,2000,436786,438781,0,438781,438781,500,439281,439281,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
None,All,None,None,None,Fix15secPROC,,None,0,22,22,22,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439282,15000,454283,439282,454283,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
None,All,None,None,Faces,Cue2Back,,None,0,23,23,23,,0,,454783,454783,457284,457284,454289,454289,454783,2500,454783,500,,,,,,,,,,,,,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,LM211_NC.bmp,102,NeutFace,2-Back,No Match,3,0,24,24,24,,0,No Match,,,,,,,,,,,0,457293,459284,2000,457294,459284,0,459284,459284,500,459783,459783,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,AF216_NC.bmp,103,NeutFace,2-Back,No Match,3,0,25,25,25,,0,No Match,,,,,,,,,,,0,459793,461784,2000,459793,461784,0,461784,461784,500,462284,462284,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
lure,All,AF216_NC.bmp,104,NeutFace,2-Back,No Match,3,0,26,26,26,,0,No Match,,,,,,,,,,,0,462289,464284,2000,462289,464284,0,464284,464284,500,464784,464784,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,WM04_NC.bmp,105,NeutFace,2-Back,No Match,3,0,27,27,27,,0,No Match,,,,,,,,,,,0,464792,466785,2000,464792,466785,0,466785,466785,500,467284,467284,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
lure,All,WM04_NC.bmp,106,NeutFace,2-Back,No Match,3,0,28,28,28,,0,No Match,,,,,,,,,,,0,467289,469285,2000,467290,469285,0,469285,469285,500,469785,469785,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,14F_NC.bmp,107,NeutFace,2-Back,No Match,3,0,29,29,29,,0,No Match,,,,,,,,,,,0,469795,471785,2000,469795,471785,0,471785,471785,500,472285,472285,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,AM210_NC.bmp,108,NeutFace,2-Back,No Match,3,0,30,30,30,,0,No Match,,,,,,,,,,,0,472295,474286,2000,472295,474286,0,474286,474286,500,474786,474786,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,WF02_NC.bmp,109,NeutFace,2-Back,No Match,3,0,31,31,31,,0,No Match,,,,,,,,,,,0,474794,476786,2000,474795,476786,0,476786,476786,500,477286,477286,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
target,All,AM210_NC.bmp,110,NeutFace,2-Back,Match,3,0,32,32,32,,0,Match,,,,,,,,,,,0,477291,479286,2000,477292,479286,0,479286,479286,500,479786,479786,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
target,All,WF02_NC.bmp,111,NeutFace,2-Back,Match,3,0,33,33,33,,0,Match,,,,,,,,,,,0,479791,481786,2000,479792,481786,0,481786,481786,500,482286,482287,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
target,All,BF10_FO.bmp,None,Faces,Cue0Back,,None,0,34,34,34,,0,,482787,,,,482295,482295,482787,,,500,,,,,,,,,,,,,482787,485287,482787,485287,2500,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
target,All,BF10_FO.bmp,112,NegFace,0-Back,Match,4,0,35,35,35,,0,Match,,,,,,,,,,,0,485292,487287,2000,485292,487287,0,487287,487287,500,487787,487787,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,5F_FO.bmp,113,NegFace,0-Back,No Match,4,0,36,36,36,,0,No Match,,,,,,,,,,,0,487797,489787,2000,487798,489787,0,489787,489787,500,490287,490287,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
target,All,BF10_FO.bmp,114,NegFace,0-Back,Match,4,0,37,37,37,,0,Match,,,,,,,,,,,0,490293,492288,2000,490293,492288,0,492288,492288,500,492788,492788,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,33M_FO.bmp,115,NegFace,0-Back,No Match,4,0,38,38,38,,0,No Match,,,,,,,,,,,0,492797,494788,2000,492797,494788,0,494788,494788,500,495288,495288,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,43M_FO.bmp,116,NegFace,0-Back,No Match,4,0,39,39,39,,0,No Match,,,,,,,,,,,0,495296,497289,2000,495297,497289,0,497289,497289,500,497789,497789,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
lure,All,43M_FO.bmp,117,NegFace,0-Back,No Match,4,0,40,40,40,,0,No Match,,,,,,,,,,,0,497794,499789,2000,497795,499789,0,499789,499789,500,500289,500289,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,WF034_FO.bmp,118,NegFace,0-Back,No Match,4,0,41,41,41,,0,No Match,,,,,,,,,,,0,500298,502289,2000,500298,502289,0,502289,502290,500,502789,502789,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
lure,All,WF034_FO.bmp,119,NegFace,0-Back,No Match,4,0,42,42,42,,0,No Match,,,,,,,,,,,0,502795,504790,2000,502795,504790,0,504790,504790,500,505290,505290,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,BM05_FO.bmp,120,NegFace,0-Back,No Match,4,0,43,43,43,,0,No Match,,,,,,,,,,,0,505297,507290,2000,505298,507290,0,507290,507290,500,507790,507790,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
lure,All,BM05_FO.bmp,121,NegFace,0-Back,No Match,4,0,44,44,44,,0,No Match,,,,,,,,,,,0,507795,509791,2000,507795,509791,0,509790,509791,500,510290,510290,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
None,All,None,None,None,Fix15secPROC,,None,0,45,45,45,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510292,15000,525276,510292,525276,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
None,All,None,None,Faces,Cue2Back,,None,0,46,46,46,,0,,525776,525776,528276,528276,525281,525281,525776,2500,525776,500,,,,,,,,,,,,,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,13F_HO.bmp,122,PosFace,2-Back,No Match,5,0,47,47,47,,0,No Match,,,,,,,,,,,0,528285,530277,2000,528285,530277,0,530277,530277,500,530776,530777,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,29M_HO.bmp,123,PosFace,2-Back,No Match,5,0,48,48,48,,0,No Match,,,,,,,,,,,0,530785,532777,2000,530786,532777,0,532777,532777,500,533277,533277,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
target,All,13F_HO.bmp,124,PosFace,2-Back,Match,5,0,49,49,49,,0,Match,,,,,,,,,,,0,533282,535277,2000,533282,535277,0,535277,535277,500,535777,535777,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
target,All,29M_HO.bmp,125,PosFace,2-Back,Match,5,0,50,50,50,,0,Match,,,,,,,,,,,0,535782,537778,2000,535783,537778,0,537778,537778,500,538277,538277,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,HF02_HO.bmp,126,PosFace,2-Back,No Match,5,0,51,51,51,,0,No Match,,,,,,,,,,,0,538286,540278,2000,538286,540278,0,540278,540278,500,540778,540778,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
lure,All,HF02_HO.bmp,127,PosFace,2-Back,No Match,5,0,52,52,52,,0,No Match,,,,,,,,,,,0,540783,542778,2000,540783,542778,0,542778,542778,500,543278,543278,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,WM01_HO.bmp,128,PosFace,2-Back,No Match,5,0,53,53,53,,0,No Match,,,,,,,,,,,0,543286,545279,2000,543287,545279,0,545279,545279,500,545779,545779,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
