TargetType,Run,Stimulus,RunTrialNumber_Block,StimType,BlockType,Stim_CRESP,Block,nBack.thisRepN,nBack.thisTrialN,nBack.thisN,nBack.thisIndex,Stim.RESP,Stim.RT,Stim.CRESP,CueFix.FinishTime,Cue2Back.StartTime,Cue2Back.FinishTime,Cue2Back.OffsetTime,CueFix.StartTime,CueFix.OnsetTime,CueFix.OffsetTime,Cue2Back.Duration,Cue2Back.OnsetTime,CueFix.Duration,Stim.ACC,Stim.StartTime,Stim.FinishTime,Stim.Duration,Stim.OnsetTime,Fix.StartTime,Stim.RTTime,Stim.OffsetTime,Fix.OnsetTime,Fix.Duration,Fix.OffsetTime,Fix.FinishTime,CueTarget.OnsetTime,CueTarget.OffsetTime,CueTarget.StartTime,CueTarget.FinishTime,CueTarget.Duration,Fix15sec.OnsetTime,Fix15sec.Duration,Fix15sec.FinishTime,Fix15sec.StartTime,Fix15sec.OffsetTime,Allowed,DataFile.Basename,Group,Target,FontStyle,RunNumber,Handedness,NARGUID,SUBID,triggercode,SessionDate,Version,SessionTime,RuntimeCapabilities,Clock.Information,date,RuntimeVersion,SessionStart,ExperimentName,TrialsPerRun[Session],Debugging,Run,ExperimentVersion,ConsecNonResp[Session],TotalRespGreater200[Session],Nontarget,StudioVersion,Session,RuntimeVersionExpected,ConsecRTLess200[Session],Goggles,StimuliDir,Time Point,Main.RefreshRate,Subject,
nonlure,All,WF03_HO.bmp,129,PosFace,2-Back,No Match,5,0,54,54,54,,0,No Match,,,,,,,,,,,0,545787,547779,2000,545787,547779,0,547778,547779,500,548279,548279,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,BM026_HO.bmp,130,PosFace,2-Back,No Match,5,0,55,55,55,,0,No Match,,,,,,,,,,,0,548287,550279,2000,548288,550279,0,550279,550280,500,550779,550779,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
lure,All,BM026_HO.bmp,131,PosFace,2-Back,No Match,5,0,56,56,56,,0,No Match,,,,,,,,,,,0,550784,552780,2000,550785,552780,0,552779,552780,500,553279,553279,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
None,All,None,None,None,Cue2Back,,6,0,57,57,57,,0,,553780,553780,556280,556280,553286,553286,553780,2500,553780,500,,,,,,,,,,,,,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,PL_034_FOXISLAND.bmp,132,Places,2-Back,No Match,6,0,58,58,58,,0,No Match,,,,,,,,,,,0,556289,558280,2000,556290,558280,0,558280,558280,500,558780,558780,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,PL_044_SCENE01.bmp,133,Places,2-Back,No Match,6,0,59,59,59,,0,No Match,,,,,,,,,,,0,558790,560780,2000,558791,560780,0,560780,560780,500,561280,561280,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
lure,All,PL_044_SCENE01.bmp,134,Places,2-Back,No Match,6,0,60,60,60,,0,No Match,,,,,,,,,,,0,561286,563281,2000,561286,563281,0,563281,563281,500,563781,563781,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,PL_041_LEXINGTON17.bmp,135,Places,2-Back,No Match,6,0,61,61,61,,0,No Match,,,,,,,,,,,0,563791,565781,2000,563791,565781,0,565781,565781,500,566281,566281,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,PL_043_LEXINGTON19.bmp,136,Places,2-Back,No Match,6,0,62,62,62,,0,No Match,,,,,,,,,,,0,566291,568282,2000,566291,568282,0,568281,568282,500,568782,568782,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
target,All,PL_041_LEXINGTON17.bmp,137,Places,2-Back,Match,6,0,63,63,63,,0,Match,,,,,,,,,,,0,568785,570782,2000,568785,570782,0,570781,570782,500,571282,571282,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
target,All,PL_043_LEXINGTON19.bmp,138,Places,2-Back,Match,6,0,64,64,64,,0,Match,,,,,,,,,,,0,571287,573282,2000,571288,573282,0,573282,573282,500,573782,573782,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,PL_040_LEXINGTON16.bmp,139,Places,2-Back,No Match,6,0,65,65,65,,0,No Match,,,,,,,,,,,0,573792,575782,2000,573792,575782,0,575782,575782,500,576283,576283,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
lure,All,PL_040_LEXINGTON16.bmp,140,Places,2-Back,No Match,6,0,66,66,66,,0,No Match,,,,,,,,,,,0,576288,578283,2000,576288,578283,0,578283,578283,500,578783,578783,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,o89.1.bmp,141,Places,2-Back,No Match,6,0,67,67,67,,0,No Match,,,,,,,,,,,0,578791,580783,2000,578791,580783,0,580783,580783,500,581283,581284,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
None,All,None,None,None,Fix15secPROC,,None,0,68,68,68,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581286,15000,596286,581286,596286,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
target,All,LF209_NC.bmp,None,Faces,Cue0Back,,7,0,69,69,69,,0,,596786,,,,596295,596295,596786,,,500,,,,,,,,,,,,,596786,599286,596786,599286,2500,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,BM04_NC.bmp,142,NeutFace,0-Back,No Match,7,0,70,70,70,,0,No Match,,,,,,,,,,,0,599295,601286,2000,599295,601286,0,601286,601287,500,601786,601786,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,AM04_NC.bmp,143,NeutFace,0-Back,No Match,7,0,71,71,71,,0,No Match,,,,,,,,,,,0,601795,603787,2000,601795,603787,0,603787,603787,500,604286,604286,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
target,All,LF209_NC.bmp,144,NeutFace,0-Back,Match,7,0,72,72,72,,0,Match,,,,,,,,,,,0,604292,606287,2000,604292,606287,0,606287,606287,500,606787,606787,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
lure,All,BM04_NC.bmp,145,NeutFace,0-Back,No Match,7,0,73,73,73,,0,No Match,,,,,,,,,,,0,606792,608788,2000,606792,608788,0,608787,608788,500,609287,609287,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
target,All,LF209_NC.bmp,146,NeutFace,0-Back,Match,7,0,74,74,74,,0,Match,,,,,,,,,,,0,609293,611288,2000,609293,611288,0,611287,611288,500,611787,611787,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,AF235_NC.bmp,147,NeutFace,0-Back,No Match,7,0,75,75,75,,0,No Match,,,,,,,,,,,0,611793,613788,2000,611793,613788,0,613788,613788,500,614288,614288,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
lure,All,AM04_NC.bmp,148,NeutFace,0-Back,No Match,7,0,76,76,76,,0,No Match,,,,,,,,,,,0,614293,616288,2000,614294,616288,0,616288,616288,500,616788,616788,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,WM036_NC.bmp,149,NeutFace,0-Back,No Match,7,0,77,77,77,,0,No Match,,,,,,,,,,,0,616798,618789,2000,616799,618789,0,618788,618789,500,619289,619289,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
lure,All,WM036_NC.bmp,150,NeutFace,0-Back,No Match,7,0,78,78,78,,0,No Match,,,,,,,,,,,0,619294,621289,2000,619294,621289,0,621289,621289,500,621789,621789,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,BF201_NC.bmp,151,NeutFace,0-Back,No Match,7,0,79,79,79,,0,No Match,,,,,,,,,,,0,621797,623789,2000,621798,623789,0,623789,623789,500,624289,624289,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
target,All,PL_047_SCENE04.bmp,None,Place,Cue0Back,,8,0,80,80,80,,0,,624790,,,,624300,624300,624790,,,500,,,,,,,,,,,,,624790,627289,624790,627289,2500,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,PL_046_SCENE03.bmp,152,Place,0-Back,No Match,8,0,81,81,81,,0,No Match,,,,,,,,,,,0,627299,629290,2000,627299,629290,0,629290,629290,500,629790,629790,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,PL_045_SCENE02.bmp,153,Place,0-Back,No Match,8,0,82,82,82,,0,No Match,,,,,,,,,,,0,629799,631791,2000,629799,631791,0,631790,631791,500,632290,632290,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
lure,All,PL_046_SCENE03.bmp,154,Place,0-Back,No Match,8,0,83,83,83,,0,No Match,,,,,,,,,,,0,632296,634291,2000,632296,634291,0,634291,634291,500,634790,634791,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,PL_048_SCENE05.bmp,155,Place,0-Back,No Match,8,0,84,84,84,,0,No Match,,,,,,,,,,,0,634799,636792,2000,634800,636792,0,636792,636792,500,637291,637291,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
lure,All,PL_045_SCENE02.bmp,156,Place,0-Back,No Match,8,0,85,85,85,,0,No Match,,,,,,,,,,,0,637296,639291,2000,637296,639291,0,639291,639291,500,639792,639792,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
target,All,PL_047_SCENE04.bmp,157,Place,0-Back,Match,8,0,86,86,86,,0,Match,,,,,,,,,,,0,639797,641791,2000,639797,641791,0,641791,641791,500,642292,642292,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
target,All,PL_047_SCENE04.bmp,158,Place,0-Back,Match,8,0,87,87,87,,0,Match,,,,,,,,,,,0,642297,644292,2000,642297,644292,0,644292,644292,500,644776,644776,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,PL_049_SCENE06.bmp,159,Place,0-Back,No Match,8,0,88,88,88,,0,No Match,,,,,,,,,,,0,644785,646792,2000,644785,646792,0,646792,646792,500,647292,647292,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,PL_050_SCENE07.bmp,160,Place,0-Back,No Match,8,0,89,89,89,,0,No Match,,,,,,,,,,,0,647303,649276,2000,647303,649276,0,649276,649276,500,649776,649776,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
lure,All,PL_048_SCENE05.bmp,161,Place,0-Back,No Match,8,0,90,90,90,,0,No Match,,,,,,,,,,,0,649781,651776,2000,649782,651776,0,651776,651776,500,652276,652276,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
None,All,None,None,None,Fix15secPROC,,None,0,91,91,91,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652279,15000,667279,652279,667279,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
